Abstimmungsnummer,Abstimmungsdatum,Titel,Offizieller Titel,Rechtsform,Initiativform,Stichwort,Volksmehr,Ständemehr,Ergebnis,Stimmbeteiligung (%),Ja-Stimmen,Nein-Stimmen,Kantone Ja,Kantone Nein,Swissvotes-Link
245.1,1974-12-08 00:00:00,Initiative «für eine soziale Krankenversicherung»,"Volksbegehren für die soziale Krankenversicherung und die Änderung der Bundesverfassung auf dem Gebiet der Kranken-, Unfall- und Mutterschaftsversicherung",Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,39.72262,384155.0,1010103.0,0.0,22.0,https://swissvotes.ch/vote/245.10
245.2,1974-12-08 00:00:00,Bundesbeschluss über die soziale Krankenversicherung (Gegenentwurf),Gegenentwurf zur Volksinitiative «Soziale Krankenversicherung»,Direkter Gegenentwurf,Nicht zutreffend,.,0,0,Abgelehnt,39.72262,457923.0,883179.0,0.0,22.0,https://swissvotes.ch/vote/245.20
246.0,1975-03-02 00:00:00,Konjunkturartikel,Bundesbeschluss über den Konjunkturartikel der Bundesverfassung,Obligatorisches Referendum,Nicht zutreffend,.,1,0,Abgelehnt,28.379377,542745.0,485844.0,11.0,11.0,https://swissvotes.ch/vote/246.00
247.0,1975-06-08 00:00:00,Bundesbeschluss über den Schutz der Währung,"Bundesbeschluss über den Schutz der Währung, Änderung vom 28. Juni 1974 (Verlängerung)",Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,36.823171,1153338.0,195219.0,22.0,0.0,https://swissvotes.ch/vote/247.00
248.0,1975-06-08 00:00:00,Bundesbeschluss über die Finanzierung der Nationalstrassen,Bundesbeschluss über die Finanzierung der Nationalstrassen,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,36.809703,721313.0,627980.0,17.0,5.0,https://swissvotes.ch/vote/248.00
249.0,1975-06-08 00:00:00,Änderung des Generalzolltarifs,Bundesgesetz über die Änderung des Generalzolltarifs,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,36.788574,646687.0,694252.0,9.0,13.0,https://swissvotes.ch/vote/249.00
250.0,1975-06-08 00:00:00,Bundesbeschluss zur Erhöhung der Steuereinnahmen,Bundesbeschluss betreffend Erhöhung der Steuereinnahmen ab 1976,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,36.819945,753642.0,593041.0,17.0,5.0,https://swissvotes.ch/vote/250.00
251.0,1975-06-08 00:00:00,Erschwerung von Ausgabenbeschlüssen,Bundesbeschluss über die Erschwerung von Ausgabenbeschlüssen,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,36.808117,1021315.0,323511.0,22.0,0.0,https://swissvotes.ch/vote/251.00
252.0,1975-12-07 00:00:00,Reform der Niederlassungsfreiheit und Unterstützungsregelung,Bundesbeschluss über eine Änderung der Bundesverfassung (Niederlassungsfreiheit und Unterstützungsregelung),Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,30.903978,842165.0,271563.0,22.0,0.0,https://swissvotes.ch/vote/252.00
253.0,1975-12-07 00:00:00,Verfassungsbestimmungen zur Wasserwirtschaft,Bundesbeschluss betreffend Änderung der Bundesverfassung im Gebiete der Wasserwirtschaft,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,30.932952,858720.0,249043.0,21.0,1.0,https://swissvotes.ch/vote/253.00
254.0,1975-12-07 00:00:00,Gesetz über die Ein- und Ausfuhr von Landwirtschaftserzeugnissen,Bundesgesetz über die Ein- und Ausfuhr von Erzeugnissen aus Landwirtschaftsprodukten,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,31.082718,587148.0,541489.0,18.0,4.0,https://swissvotes.ch/vote/254.00
255.1,1976-03-21 00:00:00,Initiative «für die Mitbestimmung der Arbeitnehmer»,Volksinitiative «für die Mitbestimmung der Arbeitnehmer»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,39.449096,472094.0,966140.0,0.0,22.0,https://swissvotes.ch/vote/255.10
255.2,1976-03-21 00:00:00,Gegenentwurf zur Mitbestimmungsinitiative,Gegenentwurf zur Volksinitiative «für die Mitbestimmung der Arbeitnehmer»,Direkter Gegenentwurf,Nicht zutreffend,.,0,0,Abgelehnt,39.449096,431690.0,974695.0,0.0,22.0,https://swissvotes.ch/vote/255.20
256.0,1976-03-21 00:00:00,Initiative «für eine Reform des Steuerwesens»,Volksinitiative «für eine Reform des Steuerwesens (Gerechtere Besteuerung und Abschaffung der Steuerprivilegien)»,Volksinitiative,Allgemeine Anregung,.,0,3,Abgelehnt,39.307235,599053.0,819830.0,0.5,21.5,https://swissvotes.ch/vote/256.00
257.0,1976-06-13 00:00:00,Raumplanungsgesetz,Bundesgesetz über die Raumplanung,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,34.571383,626134.0,654233.0,5.0,17.0,https://swissvotes.ch/vote/257.00
258.0,1976-06-13 00:00:00,Darlehen an die Internationale Entwicklungsorganisation,Bundesbeschluss betreffend ein Abkommen zwischen der Schweiz und der Internationalen Entwicklungsorganisation (IDA) über ein Darlehen von 200 Millionen Franken,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,34.523385,550865.0,713987.0,3.5,18.5,https://swissvotes.ch/vote/258.00
259.0,1976-06-13 00:00:00,Neukonzeption der Arbeitslosenversicherung,Bundesbeschluss über eine Neukonzeption der Arbeitslosenversicherung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,34.526367,866211.0,402550.0,21.0,1.0,https://swissvotes.ch/vote/259.00
260.0,1976-09-26 00:00:00,Radio- und Fernsehartikel,Bundesbeschluss betreffend einen Verfassungsartikel über Radio und Fernsehen,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,33.508392,531328.0,696039.0,3.5,18.5,https://swissvotes.ch/vote/260.00
261.0,1976-09-26 00:00:00,Initiative für eine Haftpflichtversicherung für Motorfahrzeuge und Fahrräder,Volksinitiative «für eine Haftpflichtversicherung durch den Bund für Motorfahrzeuge und Fahrräder»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,33.540733,301587.0,939713.0,0.0,22.0,https://swissvotes.ch/vote/261.00
262.0,1976-12-05 00:00:00,Bundesbeschluss über die Geld- und Kreditpolitik,Bundesbeschluss über die Geld- und Kreditpolitik,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,44.838337,1108413.0,467253.0,22.0,0.0,https://swissvotes.ch/vote/262.00
263.0,1976-12-05 00:00:00,Bundesbeschluss über die Preisüberwachung,Bundesbeschluss über die Preisüberwachung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,45.053236,1365788.0,299367.0,22.0,0.0,https://swissvotes.ch/vote/263.00
264.0,1976-12-05 00:00:00,Initiative «für die Einführung der 40-Stunden-Woche»,Volksinitiative «für die Einführung der 40-Stunden-Woche»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,45.156113,370228.0,1315822.0,0.0,22.0,https://swissvotes.ch/vote/264.00
265.0,1977-03-13 00:00:00,Vierte «Überfremdungsinitiative»,Republikanisches Volksbegehren «zum Schutze der Schweiz» (4. Überfremdungsinitiative),Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,45.197933,495904.0,1182820.0,0.0,22.0,https://swissvotes.ch/vote/265.00
266.0,1977-03-13 00:00:00,Initiative «für eine Beschränkung der Einbürgerungen»,Volksinitiative «für eine Beschränkung der Einbürgerungen»,Volksinitiative,Ausformulierter Verfassungsentwurf,Fünfte «Überfremdungsinitiative»,0,0,Abgelehnt,45.222183,568867.0,1116188.0,0.0,22.0,https://swissvotes.ch/vote/266.00
267.1,1977-03-13 00:00:00,Initiative zur Neuordnung des Staatsvertragsreferendums,Volksinitiative «gegen die Beschränkung des Stimmrechts bei Staatsverträgen mit dem Ausland»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,44.956128,351127.0,1158376.0,0.0,22.0,https://swissvotes.ch/vote/267.10
267.2,1977-03-13 00:00:00,Neuordnung des Staatsvertragsreferendums (Gegenentwurf),Bundesbeschluss über  die Neuordnung  des Staatsvertragsreferendums (Gegenentwurf zur Volksinitiative «gegen die Beschränkung des Stimmrechts bei Staatsverträgen mit dem Ausland»),Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,44.956128,978999.0,502825.0,20.5,1.5,https://swissvotes.ch/vote/267.20
268.0,1977-06-12 00:00:00,Neuordnung der Umsatzsteuer und der direkten Bundessteuer,Bundesbeschluss über die Neuordnung der Umsatzsteuer und der direkten Bundessteuer,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,50.009748,760830.0,1117044.0,1.0,21.0,https://swissvotes.ch/vote/268.00
269.0,1977-06-12 00:00:00,Bundesbeschluss über die Steuerharmonisierung,Bundesbeschluss über die Steuerharmonisierung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,49.914563,1133652.0,715072.0,17.5,4.5,https://swissvotes.ch/vote/269.00
270.1,1977-09-25 00:00:00,Mieterschutzinitiative,Volksinitiative «für einen wirksamen Mieterschutz»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,51.586493,796825.0,1043798.0,3.5,18.5,https://swissvotes.ch/vote/270.10
270.2,1977-09-25 00:00:00,Gegenentwurf zur Mieterschutzinitiative,Gegenentwurf zur Volksinitiative «für einen wirksamen Mieterschutz»,Direkter Gegenentwurf,Nicht zutreffend,.,0,0,Abgelehnt,51.586493,777604.0,944806.0,2.0,20.0,https://swissvotes.ch/vote/270.20
271.0,1977-09-25 00:00:00,Initiative «gegen die Luftverschmutzung durch Motorfahrzeuge»,Volksinitiative «gegen die Luftverschmutzung durch Motorfahrzeuge»,Volksinitiative,Ausformulierter Verfassungsentwurf,Albatrosinitiative,0,0,Abgelehnt,51.673599,740842.0,1157368.0,1.5,20.5,https://swissvotes.ch/vote/271.00
272.0,1977-09-25 00:00:00,Erhöhung der Unterschriftenzahl für das Referendum,Bundesbeschluss über die Erhöhung der Unterschriftenzahl für das Referendum (Art. 89 und 89bis BV),Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,51.622542,1095631.0,798416.0,18.0,4.0,https://swissvotes.ch/vote/272.00
273.0,1977-09-25 00:00:00,Erhöhung der Unterschriftenzahl für die Verfassungsinitiative,Bundesbeschluss über die Erhöhung der Unterschriftenzahl für die Verfassungsinitiative (Art. 120 und 121 BV),Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,51.634821,1068157.0,815488.0,19.0,3.0,https://swissvotes.ch/vote/273.00
274.0,1977-09-25 00:00:00,Initiative «für die Fristenlösung»,Volksinitiative «für die Fristenlösung»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,51.9271,929325.0,994930.0,7.0,15.0,https://swissvotes.ch/vote/274.00
275.0,1977-12-04 00:00:00,«Reichtumssteuer-Initiative»,"Volksinitiative «zur Steuerharmonisierung, zur stärkeren Besteuerung des Reichtums und zur Entlastung der unteren Einkommen (Reichtumssteuer-Initiative)»",Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,38.290631,637994.0,800138.0,2.5,19.5,https://swissvotes.ch/vote/275.00
276.0,1977-12-04 00:00:00,Bundesgesetz über die politischen Rechte,Bundesgesetz über die politischen Rechte,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,38.108123,809862.0,552962.0,20.0,2.0,https://swissvotes.ch/vote/276.00
277.0,1977-12-04 00:00:00,Einführung eines zivilen Ersatzdienstes,Bundesbeschluss über die Einführung eines zivilen Ersatzdienstes,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,38.282431,533733.0,885868.0,0.0,22.0,https://swissvotes.ch/vote/277.00
278.0,1977-12-04 00:00:00,Massnahmen zum Ausgleich des Bundeshaushaltes,Bundesgesetz über Massnahmen zum Ausgleich des Bundeshaushaltes,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,38.164348,869266.0,523125.0,22.0,0.0,https://swissvotes.ch/vote/278.00
279.0,1978-02-26 00:00:00,Initiative für mehr Mitbestimmung im Nationalstrassenbau,Volksinitiative «für die vermehrte Mitbestimmung der Bundesversammlung und des Schweizervolkes im Nationalstrassenbau»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,48.199307,696501.0,1104292.0,0.0,22.0,https://swissvotes.ch/vote/279.00
280.0,1978-02-26 00:00:00,9. AHV-Revision,"Bundesgesetz über die Alters- und Hinterlassenenversicherung, Änderung vom 24. Juni 1977 (9. AHV-Revision)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,48.306116,1192144.0,625566.0,22.0,0.0,https://swissvotes.ch/vote/280.00
281.0,1978-02-26 00:00:00,Initiative zur Herabsetzung des AHV-Alters,Volksinitiative «zur Herabsetzung des AHV-Alters»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,48.334899,377017.0,1451220.0,0.0,22.0,https://swissvotes.ch/vote/281.00
282.0,1978-02-26 00:00:00,Konjunkturartikel,Bundesbeschluss über den Konjunkturartikel der Bundesverfassung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,47.99809,1172130.0,542634.0,22.0,0.0,https://swissvotes.ch/vote/282.00
283.0,1978-05-28 00:00:00,Zeitgesetz (Sommerzeit),Zeitgesetz,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,49.012658,886376.0,963862.0,6.0,16.0,https://swissvotes.ch/vote/283.00
284.0,1978-05-28 00:00:00,Zolltarifgesetz (Brotpreis),"Zolltarifgesetz, Änderung vom 7. Oktober 1977",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,48.700768,971908.0,801167.0,17.0,5.0,https://swissvotes.ch/vote/284.00
285.0,1978-05-28 00:00:00,Gesetz über den Schwangerschaftsabbruch,Bundesgesetz über den Schutz der Schwangerschaft und die Strafbarkeit des Schwangerschaftsabbruchs,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,48.870778,559103.0,1233149.0,0.0,22.0,https://swissvotes.ch/vote/285.00
286.0,1978-05-28 00:00:00,Gesetz über die Hochschulförderung,Bundesgesetz über die Förderung der Hochschulen und die Forschung (HFFG),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,48.90647,792458.0,1037020.0,3.5,18.5,https://swissvotes.ch/vote/286.00
287.0,1978-05-28 00:00:00,Initiative für 12 autofreie Sonntage pro Jahr,Volksinitiative «für 12 motorfahrzeugfreie Sonntage pro Jahr»,Volksinitiative,Ausformulierter Verfassungsentwurf,Burgdorfer Initiative,0,0,Abgelehnt,49.127449,678162.0,1191204.0,0.0,22.0,https://swissvotes.ch/vote/287.00
288.0,1978-09-24 00:00:00,Bundesbeschluss über die Gründung des Kantons Jura,Bundesbeschluss über die Gründung des Kantons Jura,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,42.049348,1309841.0,281873.0,22.0,0.0,https://swissvotes.ch/vote/288.00
289.0,1978-12-03 00:00:00,Milchwirtschaftsbeschluss,Milchwirtschaftsbeschluss 1977 (MWB 1977),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,43.151001,1092586.0,502405.0,22.0,0.0,https://swissvotes.ch/vote/289.00
290.0,1978-12-03 00:00:00,Tierschutzgesetz ,Tierschutzgesetz (TschG),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,43.267978,1339252.0,300045.0,22.0,0.0,https://swissvotes.ch/vote/290.00
291.0,1978-12-03 00:00:00,Sicherheitspolizeigesetz,Bundesgesetz über die Erfüllung sicherheitspolizeilicher Aufgaben des Bundes,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,43.276352,723719.0,920312.0,6.0,16.0,https://swissvotes.ch/vote/291.00
292.0,1978-12-03 00:00:00,Berufsbildungsgesetz,Bundesgesetz über die Berufsbildung (BBG),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,43.164171,902379.0,707746.0,17.0,5.0,https://swissvotes.ch/vote/292.00
293.0,1979-02-18 00:00:00,Stimm- und Wahlrecht für 18-Jährige,Bundesbeschluss über das Stimm- und Wahlrecht für 18jährige,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,49.584252,934073.0,964749.0,9.0,14.0,https://swissvotes.ch/vote/293.00
294.0,1979-02-18 00:00:00,Bundesbeschluss über die Fuss- und Wanderwege,Bundesbeschluss über die Volksinitiative «zur Förderung der Fuss- und Wanderwege» (Gegenentwurf),Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,49.553406,1467357.0,424058.0,22.0,1.0,https://swissvotes.ch/vote/294.00
295.0,1979-02-18 00:00:00,Initiative «gegen Suchtmittelreklame»,Volksinitiative «gegen Suchtmittelreklame»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,49.553819,773485.0,1115116.0,0.5,22.5,https://swissvotes.ch/vote/295.00
296.0,1979-02-18 00:00:00,Atominitiative,Volksinitiative «zur Wahrung der Volksrechte und der Sicherheit beim Bau und Betrieb von Atomanlagen»,Volksinitiative,Ausformulierter Verfassungsentwurf,Atomschutz-Initiative,0,0,Abgelehnt,49.580115,920480.0,965927.0,9.0,14.0,https://swissvotes.ch/vote/296.00
297.0,1979-05-20 00:00:00,Neuordnung der Umsatzsteuer und der direkten Bundessteuer,Bundesbeschluss über die Neuordnung der Umsatzsteuer und der direkten Bundessteuer,Obligatorisches Referendum,Nicht zutreffend,.,0,0,Abgelehnt,37.658701,496882.0,939533.0,0.0,23.0,https://swissvotes.ch/vote/297.00
298.0,1979-05-20 00:00:00,Atomgesetz,Bundesbeschluss zum Atomgesetz,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,37.638916,982634.0,444422.0,22.0,1.0,https://swissvotes.ch/vote/298.00
299.0,1980-03-02 00:00:00,Initiative zur «vollständigen Trennung von Kirche und Staat»,Volksinitiative «betreffend die vollständige Trennung von Kirche und Staat»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,34.666881,281475.0,1052575.0,0.0,23.0,https://swissvotes.ch/vote/299.00
300.0,1980-03-02 00:00:00,Neuordnung der Landesversorgung,Bundesbeschluss über die Neuordnung der Landesversorgung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,34.463517,1117007.0,181009.0,23.0,0.0,https://swissvotes.ch/vote/300.00
301.0,1980-11-30 00:00:00,Gurten- und Schutzhelmobligatorium,Bundesgesetz über den Strassenverkehr (Gurten- und Schutzhelmobligatorium),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,42.058219,841901.0,791208.0,13.0,10.0,https://swissvotes.ch/vote/301.00
302.0,1980-11-30 00:00:00,Aufhebung des Kantonsanteils an den Stempelabgaben,Bundesbeschluss über die Aufhebung des Kantonsanteiles am Reinertrag der Stempelabgaben,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,41.871674,1059760.0,514995.0,20.0,3.0,https://swissvotes.ch/vote/302.00
303.0,1980-11-30 00:00:00,Abbau des Kantonsanteils an den Alkoholeinnahmen ,Bundesbeschluss über die Neuverteilung der Reineinnahmen der Eidgenössischen Alkoholverwaltung aus der fiskalischen Belastung der gebrannten Wasser,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,41.893957,1127595.0,459632.0,21.0,2.0,https://swissvotes.ch/vote/303.00
304.0,1980-11-30 00:00:00,Revision der Brotgetreideordnung,Bundesbeschluss über die Revision der Brotgetreideordnung des Landes,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,41.917078,1012812.0,581204.0,19.0,4.0,https://swissvotes.ch/vote/304.00
305.0,1981-04-05 00:00:00,Initiative «für eine neue Ausländerpolitik»,Volksinitiative «Mitenand-Initiative für eine neue Ausländerpolitik»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,39.882064,252531.0,1304153.0,0.0,23.0,https://swissvotes.ch/vote/305.00
306.0,1981-06-14 00:00:00,Artikel zur Gleichstellung von Mann und Frau,Bundesbeschluss über die Volksinitiative «Gleiche Rechte für Mann und Frau» (Gegenentwurf),Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,33.942561,797702.0,525885.0,15.5,7.5,https://swissvotes.ch/vote/306.00
307.0,1981-06-14 00:00:00,Konsumentenschutz-Artikel,Bundesbeschluss über die Volksinitiative «zur Absicherung der Rechte der Konsumenten» (Gegenentwurf),Direkter Gegenentwurf,Nicht zutreffend,.,1,1,Angenommen,33.891,858012.0,450994.0,20.0,3.0,https://swissvotes.ch/vote/307.00
308.0,1981-11-29 00:00:00,Weiterführung der Finanzordnung,Bundesbeschluss über die Weiterführung der Finanzordnung und die Verbesserung des Bundeshaushaltes,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,30.352505,818327.0,368508.0,23.0,0.0,https://swissvotes.ch/vote/308.00
309.0,1982-06-06 00:00:00,Revision des Strafgesetzes (Gewaltverbrechen),Schweizerisches Strafgesetzbuch (Gewaltverbrechen),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,35.178567,880880.0,501791.0,22.0,1.0,https://swissvotes.ch/vote/309.00
